"","Observed_Value","traintest NObs","traintest %","handin NObs","handin %"
"1","-370",1,0.00192737645516922,NA,NA
"2","-369",210,0.404749055585537,39,0.300670727006399
"3","-368",233,0.449078714054429,44,0.339218256109783
"4","-367",347,0.668799629943721,83,0.639888983116182
"5","-366",197,0.379693161668337,55,0.424022820137229
"6","-365",43,0.0828771875722766,11,0.0848045640274458
"7","-364",38,0.0732403052964305,9,0.0693855523860921
"8","-363",52,0.1002235756688,8,0.0616760465654152
"9","-362",38,0.0732403052964305,9,0.0693855523860921
"10","-361",18,0.034692776193046,7,0.0539665407447383
"11","-360",34,0.0655307994757536,10,0.0770950582067689
"12","-359",19,0.0366201526482152,6,0.0462570349240614
"13","-358",25,0.0481844113792306,6,0.0462570349240614
"14","-357",35,0.0674581759309228,4,0.0308380232827076
"15","-356",35,0.0674581759309228,13,0.1002235756688
"16","-355",36,0.0693855523860921,6,0.0462570349240614
"17","-354",25,0.0481844113792306,6,0.0462570349240614
"18","-353",30,0.0578212936550767,5,0.0385475291033845
"19","-352",15,0.0289106468275384,2,0.0154190116413538
"20","-351",15,0.0289106468275384,6,0.0462570349240614
"21","-350",25,0.0481844113792306,2,0.0154190116413538
"22","-349",22,0.0424022820137229,13,0.1002235756688
"23","-348",17,0.0327653997378768,7,0.0539665407447383
"24","-347",22,0.0424022820137229,8,0.0616760465654152
"25","-346",24,0.0462570349240614,6,0.0462570349240614
"26","-345",12,0.0231285174620307,5,0.0385475291033845
"27","-344",20,0.0385475291033845,5,0.0385475291033845
"28","-343",24,0.0462570349240614,8,0.0616760465654152
"29","-342",24,0.0462570349240614,4,0.0308380232827076
"30","-341",17,0.0327653997378768,3,0.0231285174620307
"31","-340",15,0.0289106468275384,4,0.0308380232827076
"32","-339",17,0.0327653997378768,1,0.00770950582067689
"33","-338",8,0.0154190116413538,2,0.0154190116413538
"34","-337",18,0.034692776193046,1,0.00770950582067689
"35","-336",16,0.0308380232827076,7,0.0539665407447383
"36","-335",20,0.0385475291033845,5,0.0385475291033845
"37","-334",17,0.0327653997378768,1,0.00770950582067689
"38","-333",18,0.034692776193046,2,0.0154190116413538
"39","-332",12,0.0231285174620307,3,0.0231285174620307
"40","-331",10,0.0192737645516922,1,0.00770950582067689
"41","-330",10,0.0192737645516922,4,0.0308380232827076
"42","-329",15,0.0289106468275384,2,0.0154190116413538
"43","-328",17,0.0327653997378768,4,0.0308380232827076
"44","-327",16,0.0308380232827076,2,0.0154190116413538
"45","-326",10,0.0192737645516922,1,0.00770950582067689
"46","-325",15,0.0289106468275384,1,0.00770950582067689
"47","-324",7,0.0134916351861846,2,0.0154190116413538
"48","-323",8,0.0154190116413538,5,0.0385475291033845
"49","-322",15,0.0289106468275384,5,0.0385475291033845
"50","-321",20,0.0385475291033845,6,0.0462570349240614
"51","-320",10,0.0192737645516922,4,0.0308380232827076
"52","-319",11,0.0212011410068615,4,0.0308380232827076
"53","-318",14,0.0269832703723691,2,0.0154190116413538
"54","-317",6,0.0115642587310153,6,0.0462570349240614
"55","-316",11,0.0212011410068615,1,0.00770950582067689
"56","-315",13,0.0250558939171999,7,0.0539665407447383
"57","-314",11,0.0212011410068615,1,0.00770950582067689
"58","-313",10,0.0192737645516922,1,0.00770950582067689
"59","-312",9,0.017346388096523,4,0.0308380232827076
"60","-311",13,0.0250558939171999,2,0.0154190116413538
"61","-310",5,0.00963688227584612,NA,NA
"62","-309",6,0.0115642587310153,1,0.00770950582067689
"63","-308",8,0.0154190116413538,5,0.0385475291033845
"64","-307",10,0.0192737645516922,1,0.00770950582067689
"65","-306",11,0.0212011410068615,NA,NA
"66","-305",11,0.0212011410068615,2,0.0154190116413538
"67","-304",8,0.0154190116413538,4,0.0308380232827076
"68","-303",5,0.00963688227584612,NA,NA
"69","-302",3,0.00578212936550767,4,0.0308380232827076
"70","-301",12,0.0231285174620307,1,0.00770950582067689
"71","-300",4,0.00770950582067689,3,0.0231285174620307
"72","-299",3,0.00578212936550767,NA,NA
"73","-298",4,0.00770950582067689,3,0.0231285174620307
"74","-297",9,0.017346388096523,1,0.00770950582067689
"75","-296",4,0.00770950582067689,1,0.00770950582067689
"76","-295",6,0.0115642587310153,3,0.0231285174620307
"77","-294",14,0.0269832703723691,1,0.00770950582067689
"78","-293",6,0.0115642587310153,1,0.00770950582067689
"79","-292",9,0.017346388096523,1,0.00770950582067689
"80","-291",5,0.00963688227584612,1,0.00770950582067689
"81","-290",6,0.0115642587310153,3,0.0231285174620307
"82","-289",5,0.00963688227584612,1,0.00770950582067689
"83","-288",4,0.00770950582067689,NA,NA
"84","-287",3,0.00578212936550767,3,0.0231285174620307
"85","-286",6,0.0115642587310153,1,0.00770950582067689
"86","-285",10,0.0192737645516922,2,0.0154190116413538
"87","-284",10,0.0192737645516922,2,0.0154190116413538
"88","-283",5,0.00963688227584612,4,0.0308380232827076
"89","-282",5,0.00963688227584612,2,0.0154190116413538
"90","-281",3,0.00578212936550767,2,0.0154190116413538
"91","-280",9,0.017346388096523,2,0.0154190116413538
"92","-279",6,0.0115642587310153,1,0.00770950582067689
"93","-278",5,0.00963688227584612,1,0.00770950582067689
"94","-277",9,0.017346388096523,2,0.0154190116413538
"95","-276",8,0.0154190116413538,NA,NA
"96","-275",2,0.00385475291033845,2,0.0154190116413538
"97","-274",6,0.0115642587310153,NA,NA
"98","-273",5,0.00963688227584612,NA,NA
"99","-272",3,0.00578212936550767,1,0.00770950582067689
"100","-271",8,0.0154190116413538,1,0.00770950582067689
"101","-270",3,0.00578212936550767,2,0.0154190116413538
"102","-269",7,0.0134916351861846,1,0.00770950582067689
"103","-268",3,0.00578212936550767,NA,NA
"104","-267",4,0.00770950582067689,1,0.00770950582067689
"105","-266",6,0.0115642587310153,2,0.0154190116413538
"106","-265",5,0.00963688227584612,1,0.00770950582067689
"107","-264",4,0.00770950582067689,1,0.00770950582067689
"108","-263",8,0.0154190116413538,1,0.00770950582067689
"109","-262",3,0.00578212936550767,1,0.00770950582067689
"110","-261",5,0.00963688227584612,NA,NA
"111","-260",6,0.0115642587310153,1,0.00770950582067689
"112","-259",4,0.00770950582067689,2,0.0154190116413538
"113","-258",5,0.00963688227584612,2,0.0154190116413538
"114","-257",4,0.00770950582067689,NA,NA
"115","-256",1,0.00192737645516922,NA,NA
"116","-255",4,0.00770950582067689,1,0.00770950582067689
"117","-254",3,0.00578212936550767,NA,NA
"118","-253",3,0.00578212936550767,NA,NA
"119","-252",3,0.00578212936550767,1,0.00770950582067689
"120","-251",11,0.0212011410068615,1,0.00770950582067689
"121","-250",2,0.00385475291033845,1,0.00770950582067689
"122","-249",1,0.00192737645516922,NA,NA
"123","-248",2,0.00385475291033845,NA,NA
"124","-247",1,0.00192737645516922,1,0.00770950582067689
"125","-246",8,0.0154190116413538,NA,NA
"126","-245",2,0.00385475291033845,2,0.0154190116413538
"127","-244",8,0.0154190116413538,1,0.00770950582067689
"128","-243",5,0.00963688227584612,1,0.00770950582067689
"129","-242",1,0.00192737645516922,5,0.0385475291033845
"130","-241",8,0.0154190116413538,1,0.00770950582067689
"131","-240",2,0.00385475291033845,NA,NA
"132","-239",3,0.00578212936550767,NA,NA
"133","-238",6,0.0115642587310153,3,0.0231285174620307
"134","-237",4,0.00770950582067689,1,0.00770950582067689
"135","-236",3,0.00578212936550767,1,0.00770950582067689
"136","-235",4,0.00770950582067689,1,0.00770950582067689
"137","-234",2,0.00385475291033845,NA,NA
"138","-233",4,0.00770950582067689,NA,NA
"139","-232",2,0.00385475291033845,3,0.0231285174620307
"140","-231",2,0.00385475291033845,NA,NA
"141","-230",5,0.00963688227584612,1,0.00770950582067689
"142","-229",3,0.00578212936550767,1,0.00770950582067689
"143","-228",1,0.00192737645516922,NA,NA
"144","-227",7,0.0134916351861846,NA,NA
"145","-225",1,0.00192737645516922,NA,NA
"146","-224",5,0.00963688227584612,1,0.00770950582067689
"147","-223",4,0.00770950582067689,2,0.0154190116413538
"148","-222",2,0.00385475291033845,NA,NA
"149","-221",4,0.00770950582067689,NA,NA
"150","-218",2,0.00385475291033845,NA,NA
"151","-217",6,0.0115642587310153,2,0.0154190116413538
"152","-216",3,0.00578212936550767,1,0.00770950582067689
"153","-215",1,0.00192737645516922,NA,NA
"154","-214",8,0.0154190116413538,8,0.0616760465654152
"155","-213",1,0.00192737645516922,1,0.00770950582067689
"156","-212",2,0.00385475291033845,NA,NA
"157","-211",3,0.00578212936550767,1,0.00770950582067689
"158","-210",3,0.00578212936550767,1,0.00770950582067689
"159","-209",4,0.00770950582067689,2,0.0154190116413538
"160","-208",3,0.00578212936550767,NA,NA
"161","-206",2,0.00385475291033845,1,0.00770950582067689
"162","-205",3,0.00578212936550767,1,0.00770950582067689
"163","-204",3,0.00578212936550767,NA,NA
"164","-203",2,0.00385475291033845,NA,NA
"165","-202",3,0.00578212936550767,1,0.00770950582067689
"166","-201",3,0.00578212936550767,NA,NA
"167","-200",3,0.00578212936550767,2,0.0154190116413538
"168","-199",2,0.00385475291033845,1,0.00770950582067689
"169","-198",2,0.00385475291033845,NA,NA
"170","-197",2,0.00385475291033845,NA,NA
"171","-196",7,0.0134916351861846,1,0.00770950582067689
"172","-195",2,0.00385475291033845,NA,NA
"173","-194",4,0.00770950582067689,NA,NA
"174","-193",5,0.00963688227584612,NA,NA
"175","-191",3,0.00578212936550767,NA,NA
"176","-190",1,0.00192737645516922,NA,NA
"177","-189",2,0.00385475291033845,NA,NA
"178","-188",2,0.00385475291033845,1,0.00770950582067689
"179","-187",3,0.00578212936550767,2,0.0154190116413538
"180","-186",3,0.00578212936550767,NA,NA
"181","-185",1,0.00192737645516922,1,0.00770950582067689
