ID,return_customer
51885.0,0.25460111471458224
51886.0,0.15855759095126443
51887.0,0.1450376014354188
51888.0,0.4457038497497832
51889.0,0.2588372472015961
51890.0,0.3262829839084997
51891.0,0.2914638109280496
51892.0,0.3381384368975896
51893.0,0.15063710029152128
51894.0,0.5669643904779517
51895.0,0.1550969095021635
51896.0,0.3453059943856444
51897.0,0.3294258121205774
51898.0,0.21310580636142154
51899.0,0.20738055743669911
51900.0,0.10439211141297744
51901.0,0.23262518441669972
51902.0,0.3028231405804491
51903.0,0.1015916452279551
51904.0,0.16804685161346083
51905.0,0.21464459953077628
51906.0,0.35212142860129203
51907.0,0.32227283957580627
51908.0,0.2597713450605428
51909.0,0.38861864320365086
51910.0,0.22395920164279273
51911.0,0.38343400203841316
51912.0,0.10516934573536946
51913.0,0.1950279290670046
51914.0,0.19762756622412941
51915.0,0.11582015288594624
51916.0,0.25362392821422547
51917.0,0.29878797492919457
51918.0,0.2038163227741386
51919.0,0.36808703602877735
51920.0,0.36621598836092445
51921.0,0.1273620364528181
51922.0,0.6033623448369303
51923.0,0.3204363218224295
51924.0,0.12853278390991912
51925.0,0.14447206701313017
51926.0,0.28491313093669846
51927.0,0.28726535490420013
51928.0,0.11511523239120268
51929.0,0.3471812964636502
51930.0,0.07283608458284
51931.0,0.13564481765868663
51932.0,0.1553418459868175
51933.0,0.14112684469497572
51934.0,0.25239701150321053
51935.0,0.23639947706941533
51936.0,0.06467935031130265
51937.0,0.1686629504902217
51938.0,0.2124588358489344
51939.0,0.20228435821515392
51940.0,0.18800402854479353
51941.0,0.43244499076824305
51942.0,0.12987745712245058
51943.0,0.11343291299795609
51944.0,0.2867833523170493
51945.0,0.33393082298821763
51946.0,0.3870194614054568
51947.0,0.24476442490727324
51948.0,0.17117537925485365
51949.0,0.12166599096886463
51950.0,0.11282179165349955
51951.0,0.18890432852134753
51952.0,0.3181244638688155
51953.0,0.10004127537171825
51954.0,0.18964297525690252
51955.0,0.22617707594924702
51956.0,0.15848789750296458
51957.0,0.2780197125870491
51958.0,0.14317984447831875
51959.0,0.3713811732325619
51960.0,0.2536199700590984
51961.0,0.217910056638878
51962.0,0.1416217815302194
51963.0,0.3069039822032588
51964.0,0.2123835420188253
51965.0,0.15749820817783655
51966.0,0.2941511943143848
51967.0,0.3386673536397416
51968.0,0.1418362216939164
51969.0,0.2556999756127344
51970.0,0.221654142682823
51971.0,0.2886580537109107
51972.0,0.23559224921012045
51973.0,0.1503801247542401
51974.0,0.3008238377952342
51975.0,0.2633607632078832
51976.0,0.20915157306293078
51977.0,0.1625873786150736
51978.0,0.1602877422076449
51979.0,0.09732648978411738
51980.0,0.21467120072650292
51981.0,0.2522882020985628
51982.0,0.14637968503877477
51983.0,0.15986883273974517
51984.0,0.24390812466206302
51985.0,0.3811064763617098
51986.0,0.15225777830458292
51987.0,0.19357487591272401
51988.0,0.17246082240165891
51989.0,0.17771369233812695
51990.0,0.20636741732626607
51991.0,0.3082928051371358
51992.0,0.15252269488725004
51993.0,0.18304233056095576
51994.0,0.3518381505190033
51995.0,0.2646947742566359
51996.0,0.23726924332199661
51997.0,0.236144199833549
51998.0,0.4318252480821077
51999.0,0.2078286168916986
52000.0,0.16448901488775755
52001.0,0.2516036873231755
52002.0,0.25768439143886196
52003.0,0.1893222303892857
52004.0,0.24153625411487595
52005.0,0.21073813649493706
52006.0,0.15465376988556756
52007.0,0.2623964316103908
52008.0,0.32011906421885833
52009.0,0.35855973555055937
52010.0,0.2491470041417453
52011.0,0.2157994188577809
52012.0,0.2409722387868669
52013.0,0.280371795692054
52014.0,0.24385221112969213
52015.0,0.1959248903804016
52016.0,0.2524354174022921
52017.0,0.13150407227555175
52018.0,0.3245284308250812
52019.0,0.30772329743045934
52020.0,0.17253183768028324
52021.0,0.18247992310647387
52022.0,0.18676957750515857
52023.0,0.22891060387880846
52024.0,0.10341595807722151
52025.0,0.36146026756707145
52026.0,0.23264939933738832
52027.0,0.29803671946804194
52028.0,0.26987928389618016
52029.0,0.3299018277322487
52030.0,0.13675728778543583
52031.0,0.17930220976857625
52032.0,0.2594399909290846
52033.0,0.10391950941434867
52034.0,0.18871473758174256
52035.0,0.27932608733159286
52036.0,0.1667425272024862
52037.0,0.3895163856155865
52038.0,0.12432428092905949
52039.0,0.38748089720015394
52040.0,0.21645324434392968
52041.0,0.30453954845141906
52042.0,0.27813077037113204
52043.0,0.4180146970351768
52044.0,0.16490940129697965
52045.0,0.2594786856956704
52046.0,0.26384389333362634
52047.0,0.278309187453254
52048.0,0.29819211084489566
52049.0,0.25114750002502456
52050.0,0.22739349499886197
52051.0,0.17635378617220276
52052.0,0.19813538816840684
52053.0,0.2301274640792605
52054.0,0.2077343847280277
52055.0,0.23490377409442945
52056.0,0.15581495892468336
52057.0,0.4292073369463655
52058.0,0.17218829852287548
52059.0,0.129952413079399
52060.0,0.15027016267625729
52061.0,0.18127702472097248
52062.0,0.1806862386213043
52063.0,0.24958618633678079
52064.0,0.33241165931286554
52065.0,0.35742792741939416
52066.0,0.1890522155653036
52067.0,0.31300972249838893
52068.0,0.16135679165994396
52069.0,0.1286492109901172
52070.0,0.20297610344796255
52071.0,0.22317408868148608
52072.0,0.23700123375386523
52073.0,0.21059197614182024
52074.0,0.16722446530466284
52075.0,0.09434346933855478
52076.0,0.21561155868344284
52077.0,0.2621769865495016
52078.0,0.12971843529020435
52079.0,0.15444008739376297
52080.0,0.13166150684736688
52081.0,0.2638862994819953
52082.0,0.2478733716448584
52083.0,0.28613188354395935
52084.0,0.12122971163956253
52085.0,0.3520512688994474
52086.0,0.3541473555843586
52087.0,0.36493607461228783
52088.0,0.3194312628224151
52089.0,0.3500273437489843
52090.0,0.28690675144100874
52091.0,0.37224069113419694
52092.0,0.23673169072610065
52093.0,0.40567049832507485
52094.0,0.3504122259917015
52095.0,0.23729417638376926
52096.0,0.2919951651968005
52097.0,0.2992290228008856
52098.0,0.29805189423829986
52099.0,0.2121637660667609
52100.0,0.16610128318979864
52101.0,0.12220934452761267
52102.0,0.2888956584104351
52103.0,0.24272364517517178
52104.0,0.12783268292938005
52105.0,0.2706060139515851
52106.0,0.22560127348260775
52107.0,0.28599676768808957
52108.0,0.12842370297213843
52109.0,0.1783427007200894
52110.0,0.25199375973302884
52111.0,0.24843084702456006
52112.0,0.2525976212651571
52113.0,0.25918716910152945
52114.0,0.19892485135305474
52115.0,0.3328685211276009
52116.0,0.4575846271061409
52117.0,0.2133896898861025
52118.0,0.11145800132849747
52119.0,0.4362389144324388
52120.0,0.4235749067132401
52121.0,0.255318673059529
52122.0,0.1346867496229409
52123.0,0.12231924600206998
52124.0,0.3445120988552763
52125.0,0.21277375421137149
52126.0,0.1536233735308212
52127.0,0.4339208285647008
52128.0,0.09901602471489285
52129.0,0.373612090937279
52130.0,0.3413815190495239
52131.0,0.30113137313275135
52132.0,0.21560500163265653
52133.0,0.16577844668930436
52134.0,0.1956723575219714
52135.0,0.21653524321550277
52136.0,0.3375503330425357
52137.0,0.14553379665757118
52138.0,0.36032110676078277
52139.0,0.3272148407146982
52140.0,0.2476655803018875
52141.0,0.2617400929362437
52142.0,0.20502574312461663
52143.0,0.17807252971159432
52144.0,0.2576628932891122
52145.0,0.159628582198381
52146.0,0.24000887744888777
52147.0,0.2505038555208558
52148.0,0.2622861519694647
52149.0,0.1563966031156286
